id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1394442253981130762,1394442253981130762,2021-05-17 19:58:35 Eastern Daylight Time,2021-05-17,19:58:35,-0400,762395456907284480,007_goldman,Goldman007,,Remember the days when #cryptpkitties was the hot thing &amp; it to 2 days to send #Ethereum anywhere... that was fun 🤣,en,[],[],[],0,0,0,"['cryptpkitties', 'ethereum']",[],https://twitter.com/007_goldman/status/1394442253981130762,False,,0,,,,,,,,[],,,,
1394442191846612992,1394442188021374978,2021-05-17 19:58:20 Eastern Daylight Time,2021-05-17,19:58:20,-0400,1393803414681784324,wiracrypto,wiracrypto,,"Contoh di Luno ada 5 jenis crypto: 1. Bitcoin (btc) 2. Ethereum (eth) 3. Ripple (xrp) 4. Litecoin (xrp) 5. Bitcoin Cash (bch)  Masih banyak lg jenis crypto yg ada, lebih 4000 jenis. Jadi mcm mana nak beli crypto2 yang tiada di Luno, Sinegy dan Tokenize?",in,[],[],[],1,0,0,[],[],https://twitter.com/wiracrypto/status/1394442191846612992,False,,0,,,,,,,,[],,,,
1394442190286475265,1394442190286475265,2021-05-17 19:58:20 Eastern Daylight Time,2021-05-17,19:58:20,-0400,1309302427,wealthc76293870,wealth Creators,,Here’s why Ethereum’s Vitalik Buterin burned $7 billion in Shiba Inu (SHIB)  https://t.co/x2RhOmQ1Wh 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀,en,[],['https://coinmarketcap.com/headlines/news/heres-why-ethereums-vitalik-buterin-burned-7-billion-in-shiba-inu-shib/'],[],0,0,0,[],[],https://twitter.com/wealthC76293870/status/1394442190286475265,False,,0,,,,,,,,[],,,,
1394442183617482754,1394439363971493888,2021-05-17 19:58:18 Eastern Daylight Time,2021-05-17,19:58:18,-0400,903130525,adbodine,Austin,,"@stoolpresidente yea definitely not how it or anything at all works. Bro, you're looking for the next Bitcoin, it's MOTHAFUCKIN ETHEREUM! BUY ETHEREUM! BUY MORE THAN YOU CAN AFFORD TO LOSE! YOU WILL NOT LOSE! GOD DAMIT IT'S SO OBVIOUS JFC JUST BUY ETH IT'S BTC IN 2017!!!FUCK!",en,[],[],[],0,0,0,[],[],https://twitter.com/adbodine/status/1394442183617482754,False,,0,,,,,,,,"[{'screen_name': 'stoolpresidente', 'name': 'Dave Portnoy', 'id': '43775786'}]",,,,
1394442166945173506,1394439289338056707,2021-05-17 19:58:14 Eastern Daylight Time,2021-05-17,19:58:14,-0400,1294296667064274945,hurt_by_the_sec,XRP logic,,@FilanLaw @XRPeavis Agreed. They needed to destroy the competition to Bitcoin and Ethereum but the whole plan backfired because they grossly underestimated Ripple Labs and the XRP community. zero respect for the @SEC_News,en,"[{'screen_name': 'sec_news', 'name': 'sec_news', 'id': '18481050'}]",[],[],3,5,40,[],[],https://twitter.com/hurt_by_the_SEC/status/1394442166945173506,False,,0,,,,,,,,"[{'screen_name': 'FilanLaw', 'name': 'James K. Filan', 'id': '1290247555'}, {'screen_name': 'XRPeavis', 'name': 'XRPeavis (Sparktan)', 'id': '1135659320174153728'}]",,,,
1394442140705607680,1394381156032860167,2021-05-17 19:58:08 Eastern Daylight Time,2021-05-17,19:58:08,-0400,443396119,jakehmac,jake,,"@TreyPoteet_ I’m in on Tezos, cosmos, and ethereum",en,[],[],[],1,0,1,[],[],https://twitter.com/Jakehmac/status/1394442140705607680,False,,0,,,,,,,,"[{'screen_name': 'TreyPoteet_', 'name': 'Trey Poteet', 'id': '987429669212372992'}]",,,,
1394442130702147596,1394442130702147596,2021-05-17 19:58:06 Eastern Daylight Time,2021-05-17,19:58:06,-0400,2493670276,akueneeiyanna,Akuene Eiyanna,,@IOHK_Charles  @Cardano @CardanoStiftung #crypto #cryptocurrency #Bitcoin #Ethereum #ElonMusk #world,und,"[{'screen_name': 'cardano', 'name': 'cardano community', 'id': '825920479055671296'}, {'screen_name': 'cardanostiftung', 'name': 'cardano foundation', 'id': '4135644558'}]",[],[],0,1,0,"['crypto', 'cryptocurrency', 'bitcoin', 'ethereum', 'elonmusk', 'world']",[],https://twitter.com/akueneeiyanna/status/1394442130702147596,False,https://twitter.com/akueneeiyanna/status/1394441753676103681,0,,,,,,,,[],,,,
1394442104076521479,1394442104076521479,2021-05-17 19:57:59 Eastern Daylight Time,2021-05-17,19:57:59,-0400,1236400679960207360,cryptodefiat,CryptoDΞFiat,,I just wanted to say thanks to @nftfreaks for all the amazing artwork you push forward. RESPECT!🙏  #NFT #NFTs #NFTCollector #NFTCommunity #NFTArtist #NFTA #NFTBastards #NFTDrop #NFT_Bastards #NFT_RU #DigitalArt #Ethereum #Bitcoin #CryptoWorld #CryptoArt #CryptoDeFiat #Vancouver,en,"[{'screen_name': 'nftfreaks', 'name': 'nft freaks ⟠', 'id': '1346869084105936898'}]",[],[],4,3,13,"['nft', 'nfts', 'nftcollector', 'nftcommunity', 'nftartist', 'nfta', 'nftbastards', 'nftdrop', 'nft_bastards', 'nft_ru', 'digitalart', 'ethereum', 'bitcoin', 'cryptoworld', 'cryptoart', 'cryptodefiat', 'vancouver']",[],https://twitter.com/CryptoDeFiat/status/1394442104076521479,False,,0,,,,,,,,[],,,,
1394442050213453826,1394442050213453826,2021-05-17 19:57:46 Eastern Daylight Time,2021-05-17,19:57:46,-0400,1259868727560097793,philfire119,FirePhil,,Ethereum Announces First Quarter 2021 Results - Villa Straylight  https://t.co/NPMG4MMdVd,en,[],['https://draecomino.substack.com/p/ethereum-q1-2021-results'],[],0,0,0,[],[],https://twitter.com/PhilFire119/status/1394442050213453826,False,,0,,,,,,,,[],,,,
1394442036263079936,1394442036263079936,2021-05-17 19:57:43 Eastern Daylight Time,2021-05-17,19:57:43,-0400,1393543486058598400,yee94516479,yee,,Ethereum Co-Founder Vitalik Buterin Burns 410 Trillion Shiba Inu Tokens. Is The Dogecoin Clone Set For Another Bull Run?  https://t.co/Ea6bqZcEHF,en,[],['https://amp.benzinga.com/amp/content/21144678'],[],0,0,0,[],[],https://twitter.com/yee94516479/status/1394442036263079936,False,,0,,,,,,,,[],,,,
1394442031762657286,1394442031762657286,2021-05-17 19:57:42 Eastern Daylight Time,2021-05-17,19:57:42,-0400,3224830697,david_demastus,David Demastus,,#WhatIsHolochain #Holo #holochai̇n #holofuel #Bitcoin #Ethereum #doge #dogecoin,und,[],[],[],1,2,4,"['whatisholochain', 'holo', 'holochai̇n', 'holofuel', 'bitcoin', 'ethereum', 'doge', 'dogecoin']",[],https://twitter.com/david_demastus/status/1394442031762657286,False,https://twitter.com/holochain/status/1394385083021340673,0,,,,,,,,[],,,,
1394442026557612033,1394442026557612033,2021-05-17 19:57:41 Eastern Daylight Time,2021-05-17,19:57:41,-0400,1271684554915344384,cryptoexp76258b,Emma,,We already predicted $BTC drop before the market crash. See how accurate this analysis was🔥🔥🔥  Checkout the link in bio for crypto signals  $SHIB $DOGE $IDEX #ethereum $RSR $TRB #bitcoin $BZRX #DOGECOIN 5106  https://t.co/vFkmY6xZwh,en,[],[],['https://pbs.twimg.com/media/E1oNobWXoAAxW3F.jpg'],1,0,0,"['ethereum', 'bitcoin', 'dogecoin']","['btc', 'shib', 'doge', 'idex', 'rsr', 'trb', 'bzrx']",https://twitter.com/cryptoexp76258B/status/1394442026557612033,False,,1,https://pbs.twimg.com/media/E1oNobWXoAAxW3F.jpg,,,,,,,[],,,,
1394442005472636932,1394442005472636932,2021-05-17 19:57:36 Eastern Daylight Time,2021-05-17,19:57:36,-0400,1348389165856002048,atheeryousif2,Atheer Yousif,,"$Doge is going to be a big player in this market. Others like Bitcoin and Ethereum cost a lot more to buy and produce. No brainer to buyers and investors and companies to only use Doge. Gen Z is all for Doge, need I say anymore.",en,[],[],[],0,0,0,[],['doge'],https://twitter.com/AtheerYousif2/status/1394442005472636932,False,,0,,,,,,,,[],,,,
1394441958509142017,1394441958509142017,2021-05-17 19:57:25 Eastern Daylight Time,2021-05-17,19:57:25,-0400,216178537,mahirqan,BAKIR Mahir,,Buradan Ayı çıkmaz NEO çıkar. (Çin Ethereum'u😆),tr,[],[],[],0,0,0,[],[],https://twitter.com/Mahirqan/status/1394441958509142017,False,https://twitter.com/EylemCulculoglu/status/1394432041115176960,0,,,,,,,,[],,,,
1394441947302006786,1273742863688499203,2021-05-17 19:57:22 Eastern Daylight Time,2021-05-17,19:57:22,-0400,1360147363780780034,reimbergan1,Jack Black,,@VitalikButerin @ethereum @SENSResearchFou @RadxChange @CCIdotCity BTC - 13yBYwZiLef8uhLZwGG3vWvhSEQ12SeMfC,ro,[],[],[],0,0,0,[],[],https://twitter.com/REIMBERGAN1/status/1394441947302006786,False,,0,,,,,,,,"[{'screen_name': 'VitalikButerin', 'name': 'vitalik.eth', 'id': '295218901'}, {'screen_name': 'ethereum', 'name': 'Ethereum', 'id': '2312333412'}, {'screen_name': 'SENSResearchFou', 'name': 'SENS Research Foundation', 'id': '904126546297987072'}, {'screen_name': 'RadxChange', 'name': 'RadicalxChange', 'id': '1062812681730543617'}, {'screen_name': 'CCIdotCity', 'name': 'Charter Cities Institute', 'id': '965640545157730304'}]",,,,
1394441939680911361,1394441939680911361,2021-05-17 19:57:20 Eastern Daylight Time,2021-05-17,19:57:20,-0400,2770181543,nikkysmcfly,Nikkys McFly,, https://t.co/ZYO2NZd7HJ Music by @AmplifyArt #Crypto #CryptoNews #Music #Música #Bitcoin #ethereum #doge #lbry #nfts #nft #nftcollector #NFTcomunity,en,"[{'screen_name': 'amplifyart', 'name': 'amplify art', 'id': '3343045918'}]",['https://www.mixcloud.com/NikkysMcFly/nikkys-amplify-2/'],[],0,0,0,"['crypto', 'cryptonews', 'music', 'música', 'bitcoin', 'ethereum', 'doge', 'lbry', 'nfts', 'nft', 'nftcollector', 'nftcomunity']",[],https://twitter.com/NikkysMcFly/status/1394441939680911361,False,,0,,,,,,,,[],,,,
1394441938271625217,1394441938271625217,2021-05-17 19:57:20 Eastern Daylight Time,2021-05-17,19:57:20,-0400,428637484,the_scottmartin,Scott Martin,,#EtherSperm suits me well.  #ethereum,en,[],[],[],0,0,0,"['ethersperm', 'ethereum']",[],https://twitter.com/the_scottmartin/status/1394441938271625217,False,https://twitter.com/hardmoneymag/status/1392163091530477570,0,,,,,,,,[],,,,
1394441909771411457,1394438949469310982,2021-05-17 19:57:13 Eastern Daylight Time,2021-05-17,19:57:13,-0400,1271614640498380800,ethprofit,Ethprofit,,@deadwithoutgod Sorry let me clarify. There are other pre-built nodes that are charging outrageous prices for #Ethereum 2.0 hardware.  They are 2x-3x the price. Sure it's their product they can charge as they see fit. My goal is to break down the entry cost to owning your own #ETH validator,en,[],[],[],0,0,1,"['ethereum', 'eth']",[],https://twitter.com/Ethprofit/status/1394441909771411457,False,,0,,,,,,,,"[{'screen_name': 'deadwithoutgod', 'name': 'Christian Orpinell', 'id': '2255898620'}]",,,,
1394441814292246529,1394441814292246529,2021-05-17 19:56:50 Eastern Daylight Time,2021-05-17,19:56:50,-0400,1271684554915344384,cryptoexp76258b,Emma,,We already predicted $BTC drop before the market crash. See how accurate this analysis was🔥🔥🔥  Checkout the link in bio for crypto signals  $DOGE $DIA #ethereum #DOGECOIN $BEL $CREAM $UMA #bitcoin $SHIB 21663  https://t.co/AMwpLGgF36,en,[],[],['https://pbs.twimg.com/media/E1oNcDhX0AMda3x.jpg'],0,0,0,"['ethereum', 'dogecoin', 'bitcoin']","['btc', 'doge', 'dia', 'bel', 'cream', 'uma', 'shib']",https://twitter.com/cryptoexp76258B/status/1394441814292246529,False,,1,https://pbs.twimg.com/media/E1oNcDhX0AMda3x.jpg,,,,,,,[],,,,
1394441802359312387,1394441802359312387,2021-05-17 19:56:47 Eastern Daylight Time,2021-05-17,19:56:47,-0400,3167017500,thecalimancan,Cali Man,,Buy when there is blood in the streets  #bitcoin #Ethereum #xrp #stellar #cryptocurrency,en,[],[],[],0,0,2,"['bitcoin', 'ethereum', 'xrp', 'stellar', 'cryptocurrency']",[],https://twitter.com/TheCaliManCan/status/1394441802359312387,False,,0,,,,,,,,[],,,,
1394441797905047564,1394441797905047564,2021-05-17 19:56:46 Eastern Daylight Time,2021-05-17,19:56:46,-0400,541745040,flavio15235241,Flavio Rodrigues,,Free Ethereum - Earn $65 free eth in 5 minutes  https://t.co/06LPn59qXv #ethereum #freeeth #geteth,en,[],['https://ethinvite.com'],[],0,0,0,"['ethereum', 'freeeth', 'geteth']",[],https://twitter.com/Flavio15235241/status/1394441797905047564,False,,0,,,,,,,,[],,,,
1394441793740083204,1394441793740083204,2021-05-17 19:56:45 Eastern Daylight Time,2021-05-17,19:56:45,-0400,1371542074361851904,surtradewus,surtradewus,,"Como ya hemos mencionado, Solidity es el nombre de un lenguaje de programación de alto nivel, muy parecido al conocido JavaScript, usado para la programación Web.#codigos #criptoactivos #criptomonedas #Ether #Ether(ETH) #Ethereum #Ethereum(ETH)   https://t.co/Ndk75NgrZ5  https://t.co/pdkffXgUFd",es,[],['http://crypto.tradew.us/educacion-capacitacion-conocimiento-universidad-avanzado-curso-gratis/como-empezar-a-programar-en-solidity/'],['https://pbs.twimg.com/media/E1oNa9pWUAEwcze.jpg'],0,0,1,"['codigos', 'criptoactivos', 'criptomonedas', 'ether', 'ether', 'ethereum', 'ethereum']",[],https://twitter.com/surtradewus/status/1394441793740083204,False,,1,https://pbs.twimg.com/media/E1oNa9pWUAEwcze.jpg,,,,,,,[],,,,
1394441770272952320,1393560443814305793,2021-05-17 19:56:40 Eastern Daylight Time,2021-05-17,19:56:40,-0400,1723103544,szetoinsitu,司徒,,@AdamSinger Ethereum Allen Interiors,no,[],[],[],0,0,0,[],[],https://twitter.com/szetoinsitu/status/1394441770272952320,False,,0,,,,,,,,"[{'screen_name': 'AdamSinger', 'name': 'Adam Singer', 'id': '14031032'}]",,,,
1394441692338606080,1394441692338606080,2021-05-17 19:56:21 Eastern Daylight Time,2021-05-17,19:56:21,-0400,1280179185584128000,nana__bobo,Nala,,#Ethereum #bitcoin #dogecoin is making me bleed this week💔💔💔,en,[],[],[],1,1,2,"['ethereum', 'bitcoin', 'dogecoin']",[],https://twitter.com/Nana__Bobo/status/1394441692338606080,False,,0,,,,,,,,[],,,,
1394441652714938372,1394441652714938372,2021-05-17 19:56:12 Eastern Daylight Time,2021-05-17,19:56:12,-0400,831030768314916864,sofakingpale,Alan Seaman,,"I found #ethereum in a Green vault at this location! Join me playing #coinhuntworld, It's awesome!  https://t.co/qDOQRuny6b #cryptocurrency #55548  https://t.co/yrO7fTzZBg",en,[],['https://coinhunt.gsc.im/lYs7esCZBV'],['https://pbs.twimg.com/media/E1oNSuEVgAQ2ObJ.jpg'],0,0,0,"['ethereum', 'coinhuntworld', 'cryptocurrency']",[],https://twitter.com/SofaKingPale/status/1394441652714938372,False,,1,https://pbs.twimg.com/media/E1oNSuEVgAQ2ObJ.jpg,,,,,,,[],,,,
1394441604413362180,1394441604413362180,2021-05-17 19:56:00 Eastern Daylight Time,2021-05-17,19:56:00,-0400,994943134965493765,grancube,𝗚𝗿𝗮𝗻 𝗖𝘂𝗯𝗲,,真髄のツイート👍🏻 #Tezos $XTZ #Ethereum @smartlinkHQ #Smartlink @ArthurB @VitalikButerin #Strongrival,ja,"[{'screen_name': 'smartlinkhq', 'name': 'smartlink', 'id': '1306381128396427264'}, {'screen_name': 'arthurb', 'name': 'arthur b. 🌮 (arthurb.tez)', 'id': '14080479'}, {'screen_name': 'vitalikbuterin', 'name': 'vitalik.eth', 'id': '295218901'}]",[],[],0,2,11,"['tezos', 'ethereum', 'smartlink', 'strongrival']",['xtz'],https://twitter.com/GranCube/status/1394441604413362180,False,https://twitter.com/AkashiSMK/status/1394366324151775233,0,,,,,,,,[],,,,
1394441585014841350,1370719867217793025,2021-05-17 19:55:55 Eastern Daylight Time,2021-05-17,19:55:55,-0400,973601651377438720,muhamma66684944,Future Cryptocurreny,,@ProtocolSigma @HuobiGlobal @binance @ethereum @PancakeSwap @cz_binance @elonmusk @VitalikButerin Nice project,en,[],[],[],0,0,0,[],[],https://twitter.com/muhamma66684944/status/1394441585014841350,False,,0,,,,,,,,"[{'screen_name': 'ProtocolSigma', 'name': 'SIGMOID', 'id': '1363846008342523905'}, {'screen_name': 'HuobiGlobal', 'name': 'Huobi', 'id': '914029581610377217'}, {'screen_name': 'binance', 'name': 'Binance', 'id': '877807935493033984'}, {'screen_name': 'ethereum', 'name': 'Ethereum', 'id': '2312333412'}, {'screen_name': 'PancakeSwap', 'name': 'PancakeSwap 🥞 #BSC', 'id': '1305349277422477313'}, {'screen_name': 'cz_binance', 'name': 'CZ 🔶 Binance', 'id': '902926941413453824'}, {'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': '44196397'}, {'screen_name': 'VitalikButerin', 'name': 'vitalik.eth', 'id': '295218901'}]",,,,
1394441566257926151,1394441566257926151,2021-05-17 19:55:51 Eastern Daylight Time,2021-05-17,19:55:51,-0400,1394437080898473986,donnied76535719,Donnie Darko,,The next thing @elonmusk is gonna learn about crypto is that you quickly lose the ear of the market when you pump to much.              Each tweet is moving doge less and less and affecting the market less and less.  Its also affecting BTC less and less #bitcoin #Ethereum #cypro,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],0,0,0,"['bitcoin', 'ethereum', 'cypro']",[],https://twitter.com/DonnieD76535719/status/1394441566257926151,False,,0,,,,,,,,[],,,,
1394441536520298497,1394441536520298497,2021-05-17 19:55:44 Eastern Daylight Time,2021-05-17,19:55:44,-0400,1294884369795026944,ethgas,Gas Price Predictor,,Gas used in currently pending transactions:  🚀 15 seconds &gt;&gt;&gt;&gt; 68 Gwei 🚗 1 minute  &gt;&gt;&gt;&gt;&gt; 66 Gwei 🐌 3 minutes &gt;&gt;&gt;&gt;&gt; 61 Gwei 🦥 &gt;10 minutes &gt;&gt;&gt; 58 Gwei  #Ethereum #ETH #GasPrice,en,[],[],[],0,0,0,"['ethereum', 'eth', 'gasprice']",[],https://twitter.com/ETHgas/status/1394441536520298497,False,,0,,,,,,,,[],,,,
1394441533345214464,1394441533345214464,2021-05-17 19:55:43 Eastern Daylight Time,2021-05-17,19:55:43,-0400,1385015489257250818,uyscuti83299551,Uyscuti,,#bitcoin just had a retest of previous resistance as support! Assuming this holds then it will be an epic #btc #celr #ShibaCoin #shiba #Etc #altcoin #cryptocurrencies #Ethereum #SHIBARMY,en,[],[],[],0,0,2,"['bitcoin', 'btc', 'celr', 'shibacoin', 'shiba', 'etc', 'altcoin', 'cryptocurrencies', 'ethereum', 'shibarmy']",[],https://twitter.com/Uyscuti83299551/status/1394441533345214464,False,,0,,,,,,,,[],,,,
1394441531466162185,1273742863688499203,2021-05-17 19:55:43 Eastern Daylight Time,2021-05-17,19:55:43,-0400,1360147363780780034,reimbergan1,Jack Black,,"@VitalikButerin @ethereum @SENSResearchFou @RadxChange @CCIdotCity I hope that this letter will reach you, dear Vitaly, I would like to ask you for help. I need money. I would be glad if you could help me. I would like to thank you in advance.",en,[],[],[],0,0,0,[],[],https://twitter.com/REIMBERGAN1/status/1394441531466162185,False,,0,,,,,,,,"[{'screen_name': 'VitalikButerin', 'name': 'vitalik.eth', 'id': '295218901'}, {'screen_name': 'ethereum', 'name': 'Ethereum', 'id': '2312333412'}, {'screen_name': 'SENSResearchFou', 'name': 'SENS Research Foundation', 'id': '904126546297987072'}, {'screen_name': 'RadxChange', 'name': 'RadicalxChange', 'id': '1062812681730543617'}, {'screen_name': 'CCIdotCity', 'name': 'Charter Cities Institute', 'id': '965640545157730304'}]",,,,
